Value,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,QA60,NUVEM_SOMBRA,DIFERENCA_DIAS,Parameter,Dominio,Classe
"3,2",103,152,150,61,39,1,1,1,1,,11,23,0,NADA,0,CHL,Estados_Unidos,3
"3,2",259,309,319,148,130,111,113,95,94,97,47,23,0,SHADOW,0,CHL,PMQs,3
"3,34",140,270,426,350,262,56,79,54,38,7,28,23,0,CIRRUS,0,CHL,Estados_Unidos,3
"3,6",1,1,1,8,22,1,1,1,1,1,20,23,0,SHADOW,0,CHL,Europa,3
"5,39",232,233,290,162,161,139,128,113,106,73,31,23,0,SHADOW,0,CHL,Estados_Unidos,4
"14,6",142,170,185,58,55,54,58,46,43,36,30,23,0,SHADOW,0,CHL,Estados_Unidos,5
"18,1",1,2,56,79,92,1,1,1,1,1,24,23,0,SHADOW,0,CHL,Europa,5
20,106,189,279,240,241,107,106,100,78,1,26,23,0,SHADOW,0,CHL,Estados_Unidos,5
"20,9",221,332,433,335,422,165,177,139,92,13,35,23,0,SHADOW,0,CHL,Estados_Unidos,5
"26,8",212,303,515,340,413,137,132,114,68,1,10,23,0,,0,CHL,Estados_Unidos,5
40,4,130,200,110,123,47,63,41,30,1,32,23,0,SHADOW,0,CHL,Europa,6
"0,1",88,118,238,204,142,14,11,8,3,2,19,24,0,SHADOW,0,CHL,GemStat,1
"0,6926",288,331,354,170,151,127,129,111,107,112,59,24,0,SHADOW,0,CHL,Campo_Limnologia,1
"1,07",121,202,319,121,87,30,51,30,29,,28,24,0,NADA,0,CHL,PMQs,1
"1,07",439,597,1074,812,669,207,210,143,115,49,37,24,0,,0,CHL,PMQs,1
"1,07",182,292,513,206,128,64,63,61,48,22,24,24,0,CIRRUS,0,CHL,PMQs,1
"1,07",182,292,513,206,128,64,63,61,48,22,24,24,0,CIRRUS,0,CHL,PMQs,1
"1,07",182,292,513,206,128,64,63,61,48,22,24,24,0,CIRRUS,0,CHL,PMQs,1
"1,08",202,282,333,134,113,89,95,78,78,77,45,24,0,SHADOW,0,CHL,Campo_Geo,1
"1,34",439,597,1074,812,669,207,210,143,115,49,37,24,0,,0,CHL,PMQs,1
"2,14",439,597,1074,812,669,207,210,143,115,49,37,24,0,,0,CHL,PMQs,2
"2,37",196,314,469,190,150,83,91,73,66,48,42,24,0,CIRRUS,0,CHL,Campo_Geo,2
"2,6",244,219,236,95,98,60,66,56,46,47,30,24,0,SHADOW,0,CHL,Estados_Unidos,2
"3,54",96,183,257,159,117,48,43,46,22,,21,24,0,NADA,0,CHL,Estados_Unidos,3
"3,8",33,49,64,16,1,1,1,1,1,1,33,24,0,SHADOW,0,CHL,Europa,3
"5,1",244,219,236,95,98,60,66,56,46,47,30,24,0,SHADOW,0,CHL,Estados_Unidos,4
"8,4",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"8,6",244,219,236,95,98,60,66,56,46,47,30,24,0,SHADOW,0,CHL,Estados_Unidos,4
"9,6",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"10,6",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"10,6",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"10,7",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"10,8",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"10,9",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"10,9",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,4
"11,2",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,5
"11,3",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,5
"11,3",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,5
"11,3",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,5
"12,6",272,353,861,860,746,201,171,139,65,1,15,24,0,,0,CHL,Estados_Unidos,5
13,59,152,175,182,171,41,46,55,32,9,19,24,0,SHADOW,0,CHL,Europa,5
"13,9",109,220,489,493,451,84,86,55,6,2,13,24,0,,0,CHL,Estados_Unidos,5
14,105,206,259,203,179,86,99,87,81,31,26,24,0,SHADOW,0,CHL,Estados_Unidos,5
"15,53",225,226,295,187,178,114,125,112,98,65,29,24,0,SHADOW,0,CHL,Estados_Unidos,5
16,166,354,682,778,729,269,229,200,122,1,27,24,0,CIRRUS,0,CHL,Estados_Unidos,5
"16,54",225,226,295,187,178,114,125,112,98,65,29,24,0,SHADOW,0,CHL,Estados_Unidos,5
"24,9",128,211,294,122,125,26,42,36,12,,24,24,0,NADA,0,CHL,Estados_Unidos,5
"27,81",328,311,403,230,279,286,300,270,240,201,37,24,0,SHADOW,0,CHL,Estados_Unidos,5
"39,5",194,280,480,332,408,144,121,132,92,3,32,24,0,CIRRUS,0,CHL,Estados_Unidos,6
"0,1",57,97,252,125,62,1,3,1,1,1,25,25,0,SHADOW,0,CHL,GemStat,1
"0,32",120,87,22,9,1,1,1,1,1,1,28,25,0,SHADOW,0,CHL,Europa,1
"1,07",94,210,324,142,124,50,74,56,53,,39,25,0,NADA,0,CHL,PMQs,1
"1,07",94,210,324,142,124,50,74,56,53,,39,25,0,NADA,0,CHL,PMQs,1
"1,07",168,283,433,195,158,70,88,61,49,1,30,25,0,CIRRUS,0,CHL,PMQs,1
"1,07",241,312,394,168,149,97,105,79,71,8,32,25,0,CIRRUS,0,CHL,PMQs,1
"1,07",241,312,394,168,149,97,105,79,71,8,32,25,0,CIRRUS,0,CHL,PMQs,1
"1,07",241,312,394,168,149,97,105,79,71,8,32,25,0,CIRRUS,0,CHL,PMQs,1
"1,07",237,288,467,168,137,82,86,64,57,17,28,25,0,CIRRUS,0,CHL,PMQs,1
"1,08",284,467,608,156,112,71,87,66,64,40,32,25,0,CIRRUS,0,CHL,Estados_Unidos,1
"1,5",244,343,339,124,125,135,148,123,115,92,35,25,0,SHADOW,0,CHL,Estados_Unidos,1
"2,12",284,467,608,156,112,71,87,66,64,40,32,25,0,CIRRUS,0,CHL,Estados_Unidos,2
"2,14",94,210,324,142,124,50,74,56,53,,39,25,0,NADA,0,CHL,PMQs,2
"2,14",237,288,467,168,137,82,86,64,57,17,28,25,0,CIRRUS,0,CHL,PMQs,2
"2,28",284,467,608,156,112,71,87,66,64,40,32,25,0,CIRRUS,0,CHL,Estados_Unidos,2
"2,9",155,137,105,103,115,63,83,60,55,57,35,25,0,SHADOW,0,CHL,Estados_Unidos,2
"3,2",94,210,324,142,124,50,74,56,53,,39,25,0,NADA,0,CHL,PMQs,3
"3,2",237,288,467,168,137,82,86,64,57,17,28,25,0,CIRRUS,0,CHL,PMQs,3
"3,2",237,288,467,168,137,82,86,64,57,17,28,25,0,CIRRUS,0,CHL,PMQs,3
"3,63",284,467,608,156,112,71,87,66,64,40,32,25,0,CIRRUS,0,CHL,Estados_Unidos,3
"4,05",409,607,939,301,188,1,1,1,1,55,7,25,0,,0,CHL,Estados_Unidos,3
21,27,169,261,186,186,85,86,69,53,,31,25,0,NADA,0,CHL,Estados_Unidos,5
"37,2",657,707,826,898,1047,908,948,852,772,275,54,25,0,SHADOW,0,CHL,Estados_Unidos,6
"39,1",670,641,819,499,784,554,507,446,366,222,48,25,0,CIRRUS,0,CHL,Estados_Unidos,6
"39,8",657,707,826,898,1047,908,948,852,772,275,54,25,0,SHADOW,0,CHL,Estados_Unidos,6
"49,76",205,211,352,181,266,103,99,74,48,21,31,25,0,SHADOW,0,CHL,Cetesb,6
"0,75",283,313,214,179,161,141,146,138,127,197,40,26,0,SHADOW,0,CHL,Europa,1
"1,07",220,299,339,131,117,94,94,75,80,27,35,26,0,SHADOW,0,CHL,PMQs,1
"1,07",128,174,219,125,116,76,82,70,56,56,36,26,0,SHADOW,0,CHL,PMQs,1
"1,07",128,174,219,125,116,76,82,70,56,56,36,26,0,SHADOW,0,CHL,PMQs,1
"1,07",128,174,219,125,116,76,82,70,56,56,36,26,0,SHADOW,0,CHL,PMQs,1
"1,07",112,165,312,148,119,35,36,31,31,,26,26,0,NADA,0,CHL,PMQs,1
"1,07",112,165,312,148,119,35,36,31,31,,26,26,0,NADA,0,CHL,PMQs,1
"1,07",95,182,319,104,60,20,26,26,17,2,26,26,0,CIRRUS,0,CHL,PMQs,1
"1,07",95,182,319,104,60,20,26,26,17,2,26,26,0,CIRRUS,0,CHL,PMQs,1
"1,07",95,182,319,104,60,20,26,26,17,2,26,26,0,CIRRUS,0,CHL,PMQs,1
"1,07",271,334,610,258,201,80,84,66,61,16,25,26,0,CIRRUS,0,CHL,PMQs,1
"1,07",215,322,467,206,177,99,121,90,84,5,30,26,0,CIRRUS,0,CHL,PMQs,1
"1,07",215,322,467,206,177,99,121,90,84,5,30,26,0,CIRRUS,0,CHL,PMQs,1
"1,07",215,322,467,206,177,99,121,90,84,5,30,26,0,CIRRUS,0,CHL,PMQs,1
